row,col,p,fdr
3040,6006,0,0
4071,5251,0,0
336,1399,0,0
7747,14661,0,0
1399,38805,0,0
1756,8743,0,0
15277,15321,0,0
82,4928,0,0
4841,13267,0,0
3817,17580,0,0
368,918,0,0
571,8352,0,0
723,1359,0,0
703,1086,0,0
1274,15298,0,0
75,1263,0,0
8335,12698,0,0
4145,4638,0,0
310,20322,0,0
571,2279,0,0
5915,10928,0,0
2004,3224,0,0
2252,9716,0,0
6978,7538,0,0
6818,12749,0,0
414,5009,0,0
66,20322,0,0
2447,5585,0,0
1399,7960,0,0
22361,23540,0,0
66,82,0,0
7865,29234,0,0
6465,11290,0,0
1797,2252,0,0
177,10747,0,0
892,9689,0,0
10296,12347,0,0
8177,14661,0,0
5430,8904,0,0
2262,20076,0,0
2554,5572,0,0
4101,8682,0,0
1773,16729,0,0
369,892,0,0
10807,19429,0,0
5165,9595,0,0
647,4742,0,0
199,200,0,0
19429,27302,0,0
647,12067,0,0
8037,8832,0,0
1389,28927,0,0
1990,16409,0,0
9037,10161,0,0
2456,19476,0,0
884,8177,0,0
235,4745,0,0
9716,12813,0,0
14635,24495,0,0
2456,14032,0,0
972,12682,0,0
3078,7700,0,0
9160,14846,0,0
1050,1349,0,0
2239,4071,0,0
5967,6978,0,0
155,243,0,0
7654,9853,0,0
625,1793,0,0
4889,12067,0,0
8198,14635,0,0
5636,23304,0,0
5473,18340,0,0
10277,12809,0,0
939,24495,0,0
67,9841,0,0
1258,5346,0,0
7795,9050,0,0
1194,4759,0,0
4814,9484,0,0
222,7493,0,0
11328,12757,0,0
4986,20874,0,0
2515,4843,0,0
4873,19429,0,0
4852,6314,0,0
7839,12355,0,0
7965,11302,0,0
114,9716,0,0
5424,11441,0,0
1432,7534,0,0
9535,11164,0,0
7422,11290,0,0
5424,8086,0,0
1924,3009,0,0
7307,15640,0,0
7747,9689,0,0
7307,9677,0,0
1170,21812,0,0
1115,7425,0,0
1449,9865,0,0
937,5635,0,0
1359,7422,0,0
5742,26925,0,0
12627,20003,0,0
1426,3104,0,0
1805,3768,0,0
369,7747,0,0
7329,26925,0,0
14161,22172,0,0
4668,12436,0,0
407,14800,0,0
364,9798,0,0
1684,16801,0,0
14320,20678,0,0
1099,2228,0,0
723,6314,0,0
6314,6437,0,0
5632,46800,0,0
6465,15323,0,0
892,5178,0,0
16501,20681,0,0
9798,11441,0,0
284,6556,0,0
8086,9798,0,0
12938,17926,0,0
303,5857,0,0
8002,12627,0,0
12749,13176,0,0
7660,14333,0,0
5144,12638,0,0
6451,6668,0,0
549,2683,0,0
2382,51418,0,0
13806,22233,0,0
7713,15489,0,0
920,4779,0,0
4779,8031,0,0
2749,5615,0,0
723,17378,0,0
1970,9689,0,0
9996,14032,0,0
864,12704,0,0
7553,49806,0,0
2252,8221,0,0
177,4982,0,0
8326,29339,0,0
1389,15998,0,0
7553,9674,0,0
209,8177,0,0
245,1389,0,0
5068,7553,0,0
3350,12737,0,0
1770,9037,0,0
22,2814,0,0
7332,30044,0,0
5177,5959,0,0
6978,9633,0,0
8031,8177,0,0
569,3350,0,0
571,11695,0,0
864,46530,0,0
1460,14427,0,0
1805,4889,0,0
2403,14837,0,0
14174,20664,0,0
1801,2039,0,0
5011,5748,0,0
7539,57388,0,0
246,29004,0,0
14174,16458,0,0
9484,46800,0,0
5636,5959,0,0
97,17926,0,0
3660,5011,0,0
2403,21079,0,0
6314,15426,0,0
573,14357,0,0
8111,14427,0,0
9787,16561,0,0
364,5424,0,0
30044,36297,0,0
6978,24459,0,0
452,11290,0,0
5835,5908,0,0
1156,13979,0,0
474,33327,0,0
12683,14166,0,0
7424,7654,0,0
4949,19429,0,0
12805,21473,0,0
3768,5585,0,0
6818,14635,0,0
8031,9405,0,0
51,20076,0,0
7746,15620,0,0
177,17378,0,0
2830,5178,0,0
1684,4928,0,0
491,6014,0,0
1264,7356,0,0
1883,9531,0,0
7859,8926,0,0
12101,15334,0,0
992,20819,0,0
7329,11290,0,0
2252,28534,0,0
1359,15489,0,0
82,8071,0,0
5009,5120,0,0
683,4951,0,0
5221,7410,0,0
7746,8349,0,0
12409,31666,0,0
384,7356,0,0
6309,14747,0,0
145,474,0,0
2493,9869,0,0
18299,24495,0,0
2555,20819,0,0
872,4027,0,0
467,5832,0,0
571,2555,0,0
4742,28721,0,0
2960,31666,0,0
134,3016,0,0
9484,15779,0,0
652,4889,0,0
7692,17815,0,0
7539,10452,0,0
3057,15177,0,0
1078,12627,0,0
145,15751,0,0
5514,19543,0,0
3078,8926,0,0
12288,16369,0,0
4984,12846,0,0
101,5742,0,0
16369,22073,0,0
9689,15640,0,0
5097,7425,0,0
7932,14494,0,0
7886,16369,0,0
97,7918,0,0
10656,57388,0,0
4,4297,0,0
7944,16801,0,0
2493,8111,0,0
552,1084,0,0
938,11990,0,0
4442,10479,0,0
13684,24011,0,0
3329,8308,0,0
7746,23095,0,0
8177,19429,0,0
767,11633,0,0
2752,8029,0,0
8256,15509,0,0
7414,25563,0,0
12901,20703,0,0
1047,3060,0,0
7630,12846,0,0
2456,9413,0,0
146,15324,0,0
11536,12986,0,0
1773,14320,0,0
6465,8349,0,0
5210,5632,0,0
13684,19697,0,0
14383,20680,0,0
4940,5915,0,0
9531,18327,0,0
6326,6978,0,0
1260,4297,0,0
652,3768,0,0
1770,4974,0,0
5038,8651,0,0
5309,31666,0,0
158,243,0,0
2059,40586,0,0
629,6556,0,0
33,6464,0,0
46530,46800,0,0
10202,18299,0,0
6420,7673,0,0
1263,8335,0,0
5067,12757,0,0
1349,5632,0,0
6282,12409,0,0
2279,5045,0,0
2039,5873,0,0
1349,14197,0,0
5045,8352,0,0
2447,9542,0,0
740,5661,0,0
5831,17638,0,0
13176,14635,0,0
7354,31057,0,0
5873,20106,0,0
5097,8791,0,0
641,5309,0,0
4151,19961,0,0
4942,5622,0,0
8904,9484,0,0
145,3418,0,0
7629,20678,0,0
27035,30278,0,0
1780,25517,0,0
115,5636,0,0
571,4982,0,0
21401,39741,0,0
222,7368,0,0
10656,12578,0,0
5959,7422,0,0
17330,20678,0,0
8982,11985,0,0
7303,14032,0,0
852,1426,0,0
2728,12409,0,0
5221,6474,0,0
10161,14166,0,0
5332,9405,0,0
6444,11413,0,0
1684,8071,0,0
3548,27328,0,0
321,9531,0,0
864,19429,0,0
7698,33455,0,0
8715,44462,0,0
177,12634,0,0
584,896,0,0
1263,38805,0,0
19,9531,0,0
2335,6166,0,0
1263,7960,0,0
204,564,0,0
921,1056,0,0
2279,12627,0,0
303,1026,0,0
4986,7980,0,0
5825,7822,0,0
8198,9657,0,0
8352,12627,0,0
1276,1944,0,0
893,5009,0,0
66,14197,0,0
805,29698,0,0
2728,2960,0,0
14320,24495,0,0
20342,20909,0,0
4940,4951,0,0
1112,5329,0,0
2960,6282,0,0
12813,30278,0,0
5097,17668,0,0
1460,14333,0,0
978,7778,0,0
4778,20874,0,0
547,14747,0,0
7398,28330,0,0
5177,12938,0,0
184,697,0,0
4795,8851,0,0
5632,11580,0,0
336,1263,0,0
7936,17661,0,0
72,82,0,0
66,18266,0,0
2382,17863,0,0
11302,15653,0,0
12304,23095,0,0
2447,16666,0,0
657,16666,0,0
4297,9438,0,0
15177,15998,0,0
10766,22374,0,0
1137,4405,0,0
7907,9131,0,0
18,1894,0,0
1023,31601,0,0
5434,51418,0,0
115,17926,0,0
589,9438,0,0
2541,4956,0,0
11468,20678,0,0
1637,3963,0,0
1803,14747,0,0
978,30125,0,0
864,8907,0,0
237,918,0,0
8982,20175,0,0
2556,5832,0,0
15189,20874,0,0
8086,15489,0,0
1883,2554,0,0
447,633,0,0
6157,20166,0,0
12101,12698,0,0
2555,16458,0,0
5045,15917,0,0
3350,10170,0,0
11081,29339,0,0
9927,22361,0,0
1203,24499,0,0
1705,11679,0,0
12920,22079,0,0
8256,9405,0,0
11441,15489,0,0
407,7654,0,0
11200,11508,0,0
19,1774,0,0
619,22361,0,0
978,2061,0,0
10296,16666,0,0
115,31832,0,0
235,7652,0,0
641,1080,0,0
571,9996,0,0
7746,9595,0,0
1364,5011,0,0
161,9617,0,0
4814,12409,0,0
245,13979,0,0
7534,17580,0,0
7303,7918,0,0
11136,22308,0,0
5550,7746,0,0
5550,12304,0,0
11200,38341,0,0
26915,28534,0,0
981,5908,0,0
384,2382,0,0
10071,12101,0,0
20322,51418,0,0
14383,22079,0,0
3393,5857,0,0
4949,14383,0,0
11290,27347,0,0
8221,26915,0,0
16605,32915,0,0
1190,1688,0,0
1156,16666,0,0
8285,48597,0,0
99,467,0,0
156,1864,0,0
152,237,0,0
19,5680,0,0
5011,5835,0,0
513,9869,0,0
18399,21401,0,0
5229,30120,0,0
5143,7493,0,0
740,20664,0,0
990,4370,0,0
13,4759,0,0
1349,17378,0,0
4940,14747,0,0
7591,11081,0,0
145,19217,0,0
1274,8100,0,0
15509,18357,0,0
5552,28535,0,0
13267,14747,0,0
3028,9762,0,0
5180,7902,0,0
950,1258,0,0
2456,31832,0,0
1359,14172,0,0
14011,15277,0,0
28,1408,0,0
8198,12749,0,0
1329,9927,0,0
12737,20851,0,0
2724,7747,0,0
7485,13322,0,0
5632,7303,0,0
11371,12837,0,0
190,5615,0,0
12597,22390,0,0
2911,6996,0,0
575,926,0,0
6119,19451,0,0
619,1329,0,0
1345,9444,0,0
12378,35026,0,0
589,6451,0,0
151,4982,0,0
8027,23304,0,0
9996,13176,0,0
8791,34841,0,0
3350,12617,0,0
2493,29234,0,0
513,8198,0,0
864,4982,0,0
683,2052,0,0
2960,4814,0,0
5450,9542,0,0
3832,8943,0,0
66,8499,0,0
16339,21401,0,0
12737,27347,0,0
860,10412,0,0
2960,7410,0,0
6314,29298,0,0
589,1637,0,0
4800,7419,0,0
12813,18317,0,0
11985,19246,0,0
13358,14463,0,0
72,1797,0,0
15201,19531,0,0
4779,12067,0,0
1723,23861,0,0
414,6424,0,0
14032,24490,0,0
12809,21401,0,0
5221,22854,0,0
7693,19188,0,0
4151,12373,0,0
153,8326,0,0
3350,4841,0,0
365,11081,0,0
9979,14061,0,0
94,7368,0,0
610,13979,0,0
1364,14394,0,0
7410,12409,0,0
2456,15630,0,0
14696,16602,0,0
27357,42907,0,0
12938,13003,0,0
1058,43880,0,0
369,32569,0,0
12638,15509,0,0
101,317,0,0
2518,15410,0,0
1970,5835,0,0
529,1882,0,0
5552,33327,0,0
1801,17863,0,0
8352,12737,0,0
239,4843,0,0
4982,11603,0,0
5762,16319,0,0
2958,5953,0,0
7693,8295,0,0
2279,12737,0,0
1686,7425,0,0
6314,15288,0,0
18357,24717,0,0
5009,8528,0,0
3329,9787,0,0
6119,8074,0,0
1058,15713,0,0
4771,6060,0,0
66,7332,0,0
72,9037,0,0
5873,11491,0,0
4766,9732,0,0
575,8263,0,0
5067,11491,0,0
422,4977,0,0
1792,14103,0,0
13806,14846,0,0
9869,15323,0,0
1276,6990,0,0
97,17378,0,0
5434,5835,0,0
893,898,0,0
1221,3013,0,0
4755,19429,0,0
1782,8067,0,0
8349,9857,0,0
66,36297,0,0
4984,7918,0,0
4555,8912,0,0
4778,7980,0,0
10170,20851,0,0
101,1883,0,0
422,24061,0,0
198,1864,0,0
1723,15509,0,0
465,1637,0,0
1803,4784,0,0
1886,19429,0,0
19246,20175,0,0
5130,14197,0,0
134,2659,0,0
8027,14747,0,0
236,9484,0,0
4744,4940,0,0
4982,12101,0,0
922,9996,0,0
9869,10947,0,0
11536,16346,0,0
1311,19272,0,0
7980,15189,0,0
6006,12119,0,0
5177,9762,0,0
88,277,0,0
6,1233,0,0
5178,7747,0,0
365,9853,0,0
569,981,0,0
992,11083,0,0
8352,9484,0,0
4965,8499,0,0
199,289,0,0
837,19246,0,0
1723,22233,0,0
5165,9037,0,0
2279,9484,0,0
1801,7534,0,0
1078,16605,0,0
18094,27766,0,0
600,7706,0,0
5009,29308,0,0
422,17512,0,0
9611,14032,0,0
151,391,0,0
10296,14174,0,0
407,1797,0,0
11302,23537,0,0
5152,8177,0,0
6978,15865,0,0
1080,3660,0,0
2749,6014,0,0
4921,10858,0,0
177,1058,0,0
780,20106,0,0
152,4668,0,0
5210,9979,0,0
9917,13616,0,0
143,3078,0,0
12617,20851,0,0
153,277,0,0
5959,15288,0,0
149,16405,0,0
8126,10253,0,0
547,4784,0,0
5221,51418,0,0
943,14197,0,0
9037,15334,0,0
115,657,0,0
335,16458,0,0
7944,16458,0,0
4940,12627,0,0
12597,16404,0,0
5011,7650,0,0
209,11491,0,0
2004,8029,0,0
5857,8682,0,0
27,7425,0,0
697,2228,0,0
575,2190,0,0
3776,18094,0,0
7572,18094,0,0
1058,17668,0,0
1026,4367,0,0
5585,20909,0,0
12901,20851,0,0
368,19220,0,0
961,19148,0,0
2190,40706,0,0
82,4942,0,0
8,23,0,0
667,1097,0,0
204,239,0,0
8177,11569,0,0
177,9484,0,0
14166,58880,0,0
1233,1260,0,0
151,5152,0,0
7367,11306,0,0
366,13053,0,0
1080,11580,0,0
469,877,0,0
4982,6437,0,0
1864,7700,0,0
1051,42024,0,0
1051,27181,0,0
1296,20166,0,0
407,2555,0,0
1774,14427,0,0
4852,4982,0,0
5680,9531,0,0
5045,7493,0,0
9621,12068,0,0
5390,9621,0,0
3768,11466,0,0
414,11194,0,0
170,13979,0,0
16417,41664,0,0
8352,10170,0,0
7629,9037,0,0
5953,25779,0,0
6996,14749,0,0
16458,24499,0,0
2279,10170,0,0
151,11569,0,0
8499,15917,0,0
1051,5139,0,0
8263,40706,0,0
4982,5152,0,0
1801,9716,0,0
1023,1097,0,0
208,893,0,0
5835,20322,0,0
16626,33455,0,0
625,3875,0,0
4982,11569,0,0
12938,13176,0,0
1805,7425,0,0
1774,5430,0,0
4071,13578,0,0
11223,15667,0,0
5831,17668,0,0
9037,17330,0,0
920,11400,0,0
922,5636,0,0
1056,7746,0,0
1365,12665,0,0
1502,2072,0,0
916,5332,0,0
1837,5831,0,0
1260,8177,0,0
5011,9853,0,0
1260,5856,0,0
160,9617,0,0
8630,22400,0,0
442,1879,0,0
986,27474,0,0
986,24575,0,0
12801,22766,0,0
1081,15509,0,0
7586,19429,0,0
7535,26996,0,0
2554,4770,0,0
8335,10071,0,0
4101,4365,0,0
559,10459,0,0
4873,14032,0,0
12757,15288,0,0
1221,2972,0,0
667,5967,0,0
1055,34116,0,0
5762,15630,0,0
9974,11200,0,0
2029,11564,0,0
836,12813,0,0
652,7425,0,0
2877,20979,0,0
14197,18524,0,0
9617,14649,0,0
618,699,0,0
3350,8876,0,0
610,990,0,0
9444,11194,0,0
193,5825,0,0
7629,12893,0,0
657,24717,0,0
706,756,0,0
10170,27347,0,0
7729,24061,0,0
115,10202,0,0
4977,7729,0,0
5762,29234,0,0
511,5038,0,0
197,2556,0,0
12893,17330,0,0
7673,9841,0,0
4800,4889,0,0
5333,16549,0,0
1684,10261,0,0
8352,12617,0,0
88,204,0,0
665,3948,0,0
992,8315,0,0
12,5006,0,0
715,16727,0,0
575,2555,0,0
82,14174,0,0
2279,12617,0,0
837,8982,0,0
89,604,0,0
177,7960,0,0
151,12101,0,0
177,38805,0,0
1864,4145,0,0
317,12129,0,0
1092,10161,0,0
407,2279,0,0
407,8352,0,0
8308,16561,0,0
828,20934,0,0
4101,6996,0,0
85,204,0,0
986,6978,0,0
245,1311,0,0
513,4744,0,0
7729,16319,0,0
12617,27347,0,0
5881,7965,0,0
177,336,0,0
892,2724,0,0
338,11081,0,0
24,918,0,0
122,726,0,0
94,26925,0,0
610,13176,0,0
898,8528,0,0
2547,2966,0,0
222,9873,0,0
1460,31666,0,0
11223,43736,0,0
6904,7024,0,0
9561,12846,0,0
9413,16605,0,0
561,4511,0,0
5811,22233,0,0
4923,14174,0,0
13,18,0,0
14747,16801,0,0
7698,13587,0,0
824,11081,0,0
2052,11293,0,0
7422,12846,0,0
12846,27347,0,0
7425,16458,0,0
884,20106,0,0
198,9853,0,0
9037,11468,0,0
5915,18266,0,0
187,7354,0,0
7729,17512,0,0
2604,20004,0,0
170,990,0,0
6282,11633,0,0
6465,9542,0,0
14661,20106,0,0
2265,10554,0,0
6668,8067,0,0
5009,9444,0,0
11468,12893,0,0
2810,8499,0,0
2037,6774,0,0
11306,18266,0,0
5434,11400,0,0
101,9535,0,0
569,884,0,0
2681,2695,0,0
2971,12938,0,0
2810,9996,0,0
209,9484,0,0
6774,21713,0,0
12920,28994,0,0
780,12733,0,0
958,11306,0,0
569,14661,0,0
1471,3168,0,0
369,12683,0,0
7493,9996,0,0
1276,5194,0,0
4977,14320,0,0
2402,5510,0,0
898,29308,0,0
13,758,0,0
245,407,0,0
547,610,0,0
7352,9405,0,0
11400,20322,0,0
161,667,0,0
209,233,0,0
7493,16979,0,0
610,1803,0,0
170,13176,0,0
14320,24061,0,0
785,14333,0,0
5661,30278,0,0
265,16650,0,0
2810,18299,0,0
893,11194,0,0
11049,27328,0,0
1359,1805,0,0
1351,14696,0,0
469,1578,0,0
5929,8499,0,0
16346,19272,0,0
7422,15206,0,0
115,9857,0,0
1408,7936,0,0
439,1821,0,0
6692,8912,0,0
7786,11371,0,0
5120,11194,0,0
5915,14166,0,0
4071,9594,0,0
1587,34894,0,0
658,15189,0,0
4773,22079,0,0
9595,12304,0,0
11441,24499,0,0
4349,8067,0,0
1179,10272,0,0
602,27218,0,0
23,575,0,0
5491,9949,0,0
1684,17474,0,0
5654,8499,0,0
177,9762,0,0
7978,19977,0,0
4370,40058,0,0
1196,3963,0,0
9689,32569,0,0
7706,9535,0,0
5552,8499,0,0
72,8335,0,0
13684,16346,0,0
8904,17668,0,0
160,11413,0,0
1329,40058,0,0
740,12893,0,0
5139,5585,0,0
2447,7356,0,0
369,14068,0,0
20,199,0,0
17674,18357,0,0
209,8343,0,0
14320,17512,0,0
920,13267,0,0
12067,12846,0,0
3482,39741,0,0
938,17668,0,0
8086,24499,0,0
4923,12901,0,0
7303,46530,0,0
529,939,0,0
407,17512,0,0
5177,7747,0,0
5434,36297,0,0
493,667,0,0
2749,12129,0,0
151,569,0,0
5632,20106,0,0
15509,24495,0,0
8352,14032,0,0
2541,11675,0,0
857,14393,0,0
2279,14032,0,0
5434,7332,0,0
14333,17359,0,0
1056,1460,0,0
5552,12846,0,0
2472,9444,0,0
5328,50407,0,0
416,5729,0,0
13578,22233,0,0
1919,8732,0,0
926,5143,0,0
6354,15410,0,0
14333,24499,0,0
170,547,0,0
892,9484,0,0
15998,27035,0,0
1263,7350,0,0
234,7425,0,0
1047,12698,0,0
170,1803,0,0
668,5107,0,0
177,569,0,0
1716,7356,0,0
926,5332,0,0
2447,9927,0,0
1766,12938,0,0
5762,12409,0,0
4940,7729,0,0
23,5742,0,0
640,5818,0,0
6820,28174,0,0
20322,36297,0,0
2960,5762,0,0
5130,17378,0,0
222,18266,0,0
407,4977,0,0
4800,11293,0,0
407,24061,0,0
2252,8832,0,0
7332,20322,0,0
7534,9637,0,0
978,2283,0,0
177,3350,0,0
18,160,0,0
9505,11431,0,0
1023,21401,0,0
9542,11633,0,0
4208,4841,0,0
974,1688,0,0
7329,11580,0,0
5180,6258,0,0
5632,26650,0,0
13085,17474,0,0
5831,20106,0,0
1247,11431,0,0
66,9413,0,0
2988,7370,0,0
97,657,0,0
195,1258,0,0
5301,5309,0,0
303,9438,0,0
7629,13267,0,0
6464,8031,0,0
2279,28126,0,0
28,237,0,0
652,1359,0,0
2279,14103,0,0
19,7367,0,0
780,9677,0,0
13267,17330,0,0
8352,28126,0,0
2813,4145,0,0
8352,14103,0,0
97,14427,0,0
10261,13085,0,0
9865,10253,0,0
978,11536,0,0
3350,8679,0,0
11468,13267,0,0
4744,12809,0,0
4638,6996,0,0
465,28466,0,0
16403,20664,0,0
3660,16979,0,0
7747,7822,0,0
245,7944,0,0
9689,12683,0,0
893,30044,0,0
238,321,0,0
6820,17764,0,0
10272,14749,0,0
5120,6424,0,0
9956,22079,0,0
513,9857,0,0
5430,7706,0,0
699,1772,0,0
2810,5860,0,0
4923,9037,0,0
4208,4742,0,0
2659,7700,0,0
6119,13684,0,0
575,20106,0,0
4873,7713,0,0
5434,8343,0,0
619,2447,0,0
922,17638,0,0
11081,14662,0,0
4752,20851,0,0
20680,22233,0,0
4814,4977,0,0
4973,11065,0,0
1274,21401,0,0
15630,20004,0,0
2911,8689,0,0
14166,51418,0,0
16801,19703,0,0
16666,18357,0,0
24575,31597,0,0
27474,31597,0,0
3224,8580,0,0
4551,10613,0,0
4814,24061,0,0
6258,21812,0,0
11290,28126,0,0
8031,17378,0,0
7342,7534,0,0
893,2279,0,0
160,9795,0,0
72,5594,0,0
86,4921,0,0
11332,22079,0,0
1707,3404,0,0
7350,24007,0,0
2061,8029,0,0
893,8352,0,0
5139,10499,0,0
14696,24322,0,0
4974,11223,0,0
1684,4942,0,0
896,7485,0,0
4614,6668,0,0
3409,5503,0,0
5139,20909,0,0
7538,9716,0,0
1771,4770,0,0
194,5908,0,0
569,12101,0,0
926,16487,0,0
12863,18399,0,0
8528,12683,0,0
104,961,0,0
5585,12809,0,0
1097,10499,0,0
1396,17926,0,0
5309,6309,0,0
9419,19038,0,0
6000,8541,0,0
4814,17512,0,0
9841,23883,0,0
4535,43577,0,0
209,18413,0,0
5266,15819,0,0
7534,7865,0,0
16033,23282,0,0
12749,13267,0,0
412,8907,0,0
447,3284,0,0
5632,22361,0,0
4742,19272,0,0
529,1770,0,0
1883,13267,0,0
336,2604,0,0
197,209,0,0
2989,16404,0,0
3008,8926,0,0
494,824,0,0
10253,10499,0,0
4370,5731,0,0
5133,10504,0,0
836,3193,0,0
9689,14068,0,0
10080,30120,0,0
10202,14333,0,0
66,15917,0,0
1883,14320,0,0
77,25164,0,0
893,14393,0,0
209,16487,0,0
6424,11679,0,0
114,1837,0,0
7425,8343,0,0
9996,10202,0,0
1480,28539,0,0
5908,9996,0,0
404,13274,0,0
2604,38805,0,0
8873,19573,0,0
7863,10395,0,0
1019,19531,0,0
5114,13238,0,0
404,10521,0,0
1117,2515,0,0
8343,20322,0,0
8528,11194,0,0
1480,10747,0,0
1837,8674,0,0
5179,5825,0,0
872,7188,0,0
338,494,0,0
2604,7960,0,0
9518,16727,0,0
7539,15653,0,0
1770,8177,0,0
1260,9677,0,0
6474,33327,0,0
13,13684,0,0
1396,4770,0,0
1311,3350,0,0
12304,20664,0,0
2713,15177,0,0
447,1714,0,0
10171,41834,0,0
161,9865,0,0
7370,11293,0,0
3529,20851,0,0
13267,14635,0,0
6841,25103,0,0
232,4638,0,0
10171,15239,0,0
6841,8516,0,0
3057,19148,0,0
6841,12531,0,0
5210,7660,0,0
245,27035,0,0
6841,11062,0,0
14464,15277,0,0
2456,16346,0,0
82,8031,0,0
3317,11909,0,0
5434,14197,0,0
17016,20681,0,0
11293,12724,0,0
11431,15277,0,0
1050,5144,0,0
641,4984,0,0
2456,15509,0,0
12683,29308,0,0
8256,20076,0,0
4942,12735,0,0
10858,11328,0,0
9853,16979,0,0
4345,7839,0,0
11083,11302,0,0
14011,22390,0,0
852,10202,0,0
7534,30044,0,0
11985,21753,0,0
9612,16424,0,0
1821,4349,0,0
571,20678,0,0
4800,12863,0,0
5130,9857,0,0
8361,11302,0,0
4852,9444,0,0
1686,2225,0,0
9657,20934,0,0
204,1163,0,0
723,5039,0,0
471,6464,0,0
7493,12737,0,0
145,16319,0,0
18,1449,0,0
9853,15489,0,0
233,1163,0,0
14197,20322,0,0
6904,8926,0,0
11194,29308,0,0
5097,5144,0,0
2728,9612,0,0
2810,4984,0,0
8016,15384,0,0
764,6464,0,0
2456,5860,0,0
147,493,0,0
1587,8871,0,0
16549,32915,0,0
9696,11985,0,0
8362,11985,0,0
5835,32569,0,0
9405,16666,0,0
898,9444,0,0
11985,19654,0,0
16143,18617,0,0
6437,9444,0,0
11985,18302,0,0
16602,20909,0,0
72,12101,0,0
1587,9507,0,0
959,967,0,0
6774,15206,0,0
8499,34841,0,0
4814,7654,0,0
9696,20175,0,0
316,12917,0,0
177,5825,0,0
2810,18317,0,0
199,2225,0,0
194,20678,0,0
1774,40373,0,0
4949,22233,0,0
2472,36132,0,0
10253,16339,0,0
8528,30044,0,0
7826,8621,0,0
5332,11371,0,0
3193,7634,0,0
5635,7713,0,0
1204,1432,0,0
28953,43758,0,0
1432,8198,0,0
1480,1844,0,0
6314,6764,0,0
1544,6000,0,0
30,97,0,0
1109,2821,0,0
8198,11293,0,0
72,3667,0,0
2225,12920,0,0
18299,24490,0,0
569,5152,0,0
195,289,0,0
153,1408,0,0
1771,17926,0,0
638,11909,0,0
184,12634,0,0
569,11569,0,0
892,5177,0,0
29308,30044,0,0
8876,18340,0,0
20175,21753,0,0
8361,10656,0,0
198,15288,0,0
9444,11603,0,0
3406,5569,0,0
1333,1837,0,0
362,5908,0,0
4852,10071,0,0
723,13979,0,0
743,3317,0,0
1359,19679,0,0
1080,3529,0,0
1716,11695,0,0
2810,12813,0,0
1773,15426,0,0
1805,15630,0,0
5144,26650,0,0
920,15630,0,0
6437,10071,0,0
8499,12901,0,0
177,1723,0,0
1323,1503,0,0
14680,41834,0,0
836,5860,0,0
1311,4928,0,0
57,14059,0,0
942,1719,0,0
57,59,0,0
407,412,0,0
115,22854,0,0
6314,15998,0,0
1274,6282,0,0
5011,6138,0,0
8832,15177,0,0
4884,7630,0,0
6282,13322,0,0
4923,7729,0,0
156,1688,0,0
82,15779,0,0
4297,7700,0,0
479,7381,0,0
1058,31832,0,0
57,9507,0,0
238,4843,0,0
9716,16319,0,0
1359,26925,0,0
161,194,0,0
1056,8126,0,0
740,5210,0,0
5221,5431,0,0
94,939,0,0
12627,16458,0,0
569,864,0,0
1329,3768,0,0
4940,13267,0,0
14680,15239,0,0
22854,43880,0,0
629,2440,0,0
24726,28735,0,0
15713,22854,0,0
5165,9617,0,0
658,19276,0,0
5309,10405,0,0
2228,16626,0,0
625,3329,0,0
926,9535,0,0
152,5332,0,0
896,12597,0,0
6060,7713,0,0
493,791,0,0
229,13578,0,0
11292,14388,0,0
7535,26248,0,0
5825,7493,0,0
1408,23883,0,0
9405,30044,0,0
7493,10170,0,0
9405,23282,0,0
8362,20175,0,0
529,6764,0,0
19654,20175,0,0
4207,6996,0,0
988,25517,0,0
18302,20175,0,0
1056,1716,0,0
7918,18413,0,0
5124,38988,0,0
6186,19360,0,0
981,4982,0,0
1805,7746,0,0
115,18357,0,0
641,5023,0,0
1803,3081,0,0
1311,8071,0,0
4798,20166,0,0
1883,11441,0,0
5742,6166,0,0
6444,14696,0,0
15,597,0,0
1686,4843,0,0
28,6957,0,0
115,5860,0,0
8027,30278,0,0
5143,10475,0,0
4370,4889,0,0
7493,12617,0,0
7422,12737,0,0
1329,11536,0,0
10071,11603,0,0
487,5510,0,0
9444,14427,0,0
101,5332,0,0
2743,18014,0,0
7425,9637,0,0
8732,48193,0,0
27,4843,0,0
767,2283,0,0
5097,16666,0,0
5221,8352,0,0
13452,20874,0,0
2279,5221,0,0
5748,11306,0,0
828,12597,0,0
9617,16666,0,0
1770,8317,0,0
5835,11529,0,0
4977,22854,0,0
17512,22854,0,0
22854,24061,0,0
19360,45746,0,0
115,1092,0,0
1883,8086,0,0
6166,7332,0,0
4370,5661,0,0
806,27328,0,0
23,1883,0,0
7342,7425,0,0
1882,14166,0,0
5097,8031,0,0
14635,15630,0,0
8499,14032,0,0
12155,19471,0,0
5143,11767,0,0
5465,5597,0,0
217,1797,0,0
1716,19679,0,0
1260,2440,0,0
992,12846,0,0
31057,33317,0,0
1050,2039,0,0
604,12735,0,0
1194,3013,0,0
2756,5006,0,0
229,999,0,0
5831,15489,0,0
19679,46530,0,0
284,3475,0,0
657,892,0,0
5742,46800,0,0
9413,9444,0,0
12634,14333,0,0
11371,28534,0,0
778,20523,0,0
7054,12682,0,0
