row,col,p,fdr
782,9505,0,0
1723,11853,0,0
782,1247,0,0
384,8868,0,0
2810,16319,0,0
647,5431,0,0
1797,36297,0,0
13002,25779,0,0
857,10161,0,0
5622,17668,0,0
11854,33327,0,0
5346,6014,0,0
5742,20664,0,0
82,4841,0,0
9617,33327,0,0
4841,9869,0,0
6338,14388,0,0
20678,24499,0,0
414,24575,0,0
414,27474,0,0
4814,14174,0,0
177,233,0,0
362,504,0,0
414,6186,0,0
1080,7422,0,0
11529,31666,0,0
98,5139,0,0
7706,9996,0,0
19,184,0,0
147,2226,0,0
1260,1864,0,0
1050,16549,0,0
10026,11477,0,0
209,893,0,0
5981,13452,0,0
22,4744,0,0
755,3543,0,0
1970,5011,0,0
6000,9489,0,0
5103,8295,0,0
6904,11464,0,0
5103,19188,0,0
2262,15653,0,0
5039,11164,0,0
547,1080,0,0
610,14103,0,0
1311,12627,0,0
969,7144,0,0
13176,18299,0,0
12119,39741,0,0
443,33317,0,0
914,4365,0,0
7865,15298,0,0
559,13238,0,0
547,19159,0,0
1080,1803,0,0
1803,19159,0,0
11468,17863,0,0
414,45746,0,0
94,11293,0,0
21,1019,0,0
395,1377,0,0
7493,10161,0,0
412,723,0,0
5856,9677,0,0
5152,11328,0,0
5309,8223,0,0
11686,19038,0,0
1771,16605,0,0
2382,5762,0,0
1260,3409,0,0
12638,16979,0,0
4771,21424,0,0
22,1349,0,0
284,3291,0,0
184,10161,0,0
699,11536,0,0
6314,8027,0,0
1047,1359,0,0
11328,11569,0,0
442,4147,0,0
1801,7630,0,0
12749,25263,0,0
1716,11580,0,0
7610,12749,0,0
922,1345,0,0
100,1406,0,0
15323,20342,0,0
6674,17794,0,0
2061,11431,0,0
5450,11431,0,0
1274,20909,0,0
8682,10940,0,0
4027,4349,0,0
723,26650,0,0
763,7586,0,0
3875,6904,0,0
17330,17863,0,0
767,782,0,0
7629,17863,0,0
628,4614,0,0
571,14357,0,0
4752,5816,0,0
1670,6341,0,0
161,9927,0,0
5166,6668,0,0
2165,2262,0,0
161,619,0,0
1203,20819,0,0
15288,15509,0,0
9689,10858,0,0
1345,1359,0,0
1948,19335,0,0
100,3834,0,0
6006,15630,0,0
2515,3291,0,0
491,3291,0,0
7652,11049,0,0
2419,5585,0,0
559,4555,0,0
11686,13500,0,0
2555,7332,0,0
82,24490,0,0
11686,16667,0,0
529,4814,0,0
5450,11854,0,0
1051,15865,0,0
2520,5346,0,0
4101,5346,0,0
2493,9657,0,0
5908,36297,0,0
82,1359,0,0
14320,26925,0,0
4742,16666,0,0
2002,2241,0,0
365,4745,0,0
1203,28535,0,0
467,1240,0,0
3817,13684,0,0
422,17016,0,0
5523,9865,0,0
1196,7538,0,0
170,14103,0,0
2555,36297,0,0
5120,6186,0,0
2182,2911,0,0
7303,7713,0,0
145,7865,0,0
177,5908,0,0
11529,12683,0,0
4779,4977,0,0
3013,3475,0,0
125,21472,0,0
610,18317,0,0
14068,36297,0,0
4814,11293,0,0
14333,42024,0,0
14333,27181,0,0
2061,9857,0,0
573,7493,0,0
1797,14197,0,0
5908,7332,0,0
4779,24061,0,0
7888,7919,0,0
5908,14333,0,0
4984,12813,0,0
82,2604,0,0
974,1406,0,0
94,677,0,0
7332,14068,0,0
190,584,0,0
3807,4027,0,0
227,5585,0,0
2039,2555,0,0
7449,8499,0,0
5120,45746,0,0
13,11194,0,0
5009,5661,0,0
15298,27152,0,0
819,1784,0,0
5742,9853,0,0
14635,25263,0,0
7610,14635,0,0
8674,12578,0,0
1719,6007,0,0
336,4940,0,0
4370,29234,0,0
1659,28552,0,0
6697,12347,0,0
723,11400,0,0
6465,7746,0,0
658,1837,0,0
580,32004,0,0
628,1821,0,0
4940,7960,0,0
6883,14749,0,0
1879,4555,0,0
641,15288,0,0
7586,11686,0,0
564,6904,0,0
1349,1805,0,0
4940,38805,0,0
767,1329,0,0
25,277,0,0
5742,25263,0,0
170,18317,0,0
8,5023,0,0
27218,38988,0,0
943,14166,0,0
22,14696,0,0
5742,7610,0,0
14166,18524,0,0
5139,8126,0,0
2988,16666,0,0
4779,17512,0,0
3104,11990,0,0
14068,14197,0,0
6474,22390,0,0
1359,18413,0,0
5045,5178,0,0
452,9037,0,0
8335,11529,0,0
5139,7534,0,0
9869,14635,0,0
5045,5622,0,0
362,22361,0,0
2515,6556,0,0
7629,8335,0,0
990,5309,0,0
1263,9611,0,0
5221,12067,0,0
7534,11695,0,0
7401,46800,0,0
14388,43434,0,0
3817,11293,0,0
8335,17330,0,0
5831,20851,0,0
11990,12735,0,0
1406,4365,0,0
1008,5816,0,0
2165,10529,0,0
1773,24495,0,0
369,10858,0,0
87,277,0,0
958,8111,0,0
5152,5424,0,0
6978,13684,0,0
177,529,0,0
5165,20664,0,0
11633,11854,0,0
18,22,0,0
465,10272,0,0
16979,25263,0,0
145,12347,0,0
19,1047,0,0
8326,8335,0,0
19188,19531,0,0
5424,11569,0,0
4940,5708,0,0
11172,23537,0,0
4370,22390,0,0
234,8326,0,0
1723,9160,0,0
914,2226,0,0
83,194,0,0
8295,19531,0,0
7610,16979,0,0
209,5742,0,0
652,1349,0,0
1801,22854,0,0
610,7422,0,0
3768,9865,0,0
990,4977,0,0
1408,8499,0,0
8,7822,0,0
412,27347,0,0
1047,5309,0,0
990,17512,0,0
990,24061,0,0
10257,11990,0,0
5152,9798,0,0
665,34841,0,0
22,5130,0,0
422,26925,0,0
7485,16319,0,0
7980,14174,0,0
9798,11569,0,0
1221,13397,0,0
8335,11468,0,0
10296,22361,0,0
11172,15653,0,0
7706,7713,0,0
151,233,0,0
4940,12634,0,0
898,5661,0,0
2604,6186,0,0
10327,16948,0,0
2039,5572,0,0
412,7422,0,0
412,18357,0,0
2604,45746,0,0
1773,10202,0,0
922,16979,0,0
1002,4407,0,0
4984,16319,0,0
852,11990,0,0
7928,28552,0,0
3696,9854,0,0
595,9854,0,0
195,1069,0,0
28552,33335,0,0
922,10202,0,0
28552,34896,0,0
97,152,0,0
4940,21401,0,0
16033,28535,0,0
1684,8335,0,0
16605,23304,0,0
2604,9444,0,0
452,4779,0,0
1408,12683,0,0
7350,10319,0,0
547,7424,0,0
9869,12749,0,0
5332,5635,0,0
412,657,0,0
89,9873,0,0
5144,5332,0,0
4942,19512,0,0
2282,3696,0,0
439,4227,0,0
5103,19531,0,0
595,2282,0,0
6006,11893,0,0
1716,1894,0,0
9405,16605,0,0
1097,5139,0,0
7692,23537,0,0
896,13684,0,0
170,7422,0,0
14197,16549,0,0
22,384,0,0
4779,5430,0,0
1805,5130,0,0
4841,4889,0,0
5120,9865,0,0
7746,11293,0,0
5430,11400,0,0
10529,15653,0,0
16605,17378,0,0
14320,17016,0,0
28535,31666,0,0
94,4742,0,0
1803,7424,0,0
1274,3779,0,0
1097,27152,0,0
756,1260,0,0
5873,8920,0,0
1080,1774,0,0
78,9865,0,0
12735,17926,0,0
4951,14635,0,0
4779,5831,0,0
7654,22854,0,0
13079,17492,0,0
10772,17580,0,0
13787,19429,0,0
7630,7786,0,0
8499,24499,0,0
7654,16605,0,0
547,1801,0,0
362,1449,0,0
14635,29234,0,0
7654,20664,0,0
4349,11464,0,0
5178,11603,0,0
18,667,0,0
12719,18341,0,0
19,16549,0,0
733,16458,0,0
4887,7696,0,0
208,1080,0,0
5742,5825,0,0
6314,18524,0,0
414,9865,0,0
8292,43577,0,0
972,8168,0,0
610,27347,0,0
2493,6978,0,0
652,5130,0,0
5430,20979,0,0
443,16605,0,0
4852,5178,0,0
27347,30278,0,0
3193,8002,0,0
1801,1803,0,0
5835,8027,0,0
992,7786,0,0
8499,19703,0,0
2447,6978,0,0
920,29234,0,0
723,4977,0,0
972,4638,0,0
16319,25263,0,0
87,202,0,0
5742,24495,0,0
723,24061,0,0
146,11464,0,0
7610,16319,0,0
5178,6437,0,0
4744,5666,0,0
321,16605,0,0
11328,15334,0,0
943,6314,0,0
7882,25992,0,0
1389,9419,0,0
14174,20874,0,0
865,6978,0,0
8031,16605,0,0
7303,28535,0,0
7965,23537,0,0
865,8126,0,0
703,4843,0,0
893,16605,0,0
7367,12735,0,0
16979,28535,0,0
2382,6978,0,0
6978,15323,0,0
4977,7367,0,0
1797,5831,0,0
6832,8168,0,0
7367,24061,0,0
5661,11194,0,0
13,160,0,0
6314,12735,0,0
3350,7342,0,0
7332,11695,0,0
5056,40952,0,0
8995,14103,0,0
9276,9787,0,0
1801,14747,0,0
184,1050,0,0
1264,2004,0,0
155,202,0,0
5039,8317,0,0
571,27766,0,0
5011,32569,0,0
4784,10826,0,0
2447,27152,0,0
7729,9501,0,0
320,365,0,0
5332,14152,0,0
571,7572,0,0
3350,9637,0,0
2555,10161,0,0
723,17512,0,0
39,6746,0,0
5825,8499,0,0
11695,36297,0,0
13,9434,0,0
57,7344,0,0
115,7587,0,0
170,27347,0,0
12846,15998,0,0
1080,27347,0,0
619,1449,0,0
2810,4942,0,0
35,567,0,0
193,15426,0,0
864,27347,0,0
5120,17016,0,0
1399,1883,0,0
1264,27152,0,0
657,8343,0,0
573,12627,0,0
2279,16979,0,0
8352,16979,0,0
1080,5178,0,0
407,9444,0,0
6464,15288,0,0
452,5742,0,0
146,1809,0,0
8499,28534,0,0
864,7422,0,0
8221,8499,0,0
3546,20969,0,0
7692,13452,0,0
665,5097,0,0
1449,9927,0,0
222,13176,0,0
94,5130,0,0
8499,24490,0,0
1345,11580,0,0
414,11854,0,0
504,9505,0,0
2226,7350,0,0
22079,39338,0,0
5632,16729,0,0
8898,27328,0,0
893,1803,0,0
504,1247,0,0
5120,11854,0,0
288,12129,0,0
98,4889,0,0
2830,16605,0,0
11853,25779,0,0
619,791,0,0
1078,9637,0,0
1078,7342,0,0
7367,17512,0,0
414,17016,0,0
1773,14747,0,0
5811,19451,0,0
723,864,0,0
1347,6474,0,0
452,26925,0,0
317,7822,0,0
2555,11603,0,0
14174,15779,0,0
10161,11695,0,0
11431,11633,0,0
1359,9037,0,0
98,18299,0,0
1432,14635,0,0
1432,12749,0,0
1263,4808,0,0
4535,25779,0,0
1329,8198,0,0
547,893,0,0
209,8335,0,0
2555,4852,0,0
1756,6832,0,0
182,10476,0,0
683,6326,0,0
21252,29004,0,0
27010,29004,0,0
452,1047,0,0
233,8968,0,0
2039,5045,0,0
5178,5572,0,0
9413,11400,0,0
5666,11580,0,0
1264,11580,0,0
2633,6401,0,0
6284,6355,0,0
7493,28535,0,0
2555,6437,0,0
30,498,0,0
22,9617,0,0
28,89,0,0
547,16319,0,0
1329,9795,0,0
14046,32004,0,0
580,14046,0,0
1050,1883,0,0
194,277,0,0
234,494,0,0
6654,8848,0,0
1408,7425,0,0
836,13979,0,0
3834,4918,0,0
610,17512,0,0
7822,16979,0,0
865,958,0,0
6314,8995,0,0
2382,20934,0,0
865,17016,0,0
1056,4841,0,0
667,8107,0,0
598,2440,0,0
5661,16666,0,0
914,4101,0,0
6697,8027,0,0
8,8995,0,0
16319,17016,0,0
569,1047,0,0
2751,11313,0,0
6420,8632,0,0
417,6006,0,0
8848,19977,0,0
723,14333,0,0
791,9927,0,0
3081,10826,0,0
4921,7493,0,0
14174,46530,0,0
4614,8067,0,0
610,12638,0,0
5097,26650,0,0
1803,16319,0,0
610,4977,0,0
362,30044,0,0
4752,6138,0,0
610,24061,0,0
12683,24495,0,0
5045,17926,0,0
170,17512,0,0
1019,18500,0,0
2225,5006,0,0
9637,28126,0,0
7342,28126,0,0
938,1805,0,0
5908,10161,0,0
11079,28174,0,0
467,598,0,0
7654,11529,0,0
184,14197,0,0
1801,24717,0,0
57,9666,0,0
2493,7534,0,0
2493,17016,0,0
5636,16605,0,0
12101,14103,0,0
8111,31666,0,0
5045,9637,0,0
6978,17668,0,0
5045,7342,0,0
11313,20680,0,0
12813,14032,0,0
410,1637,0,0
6978,14174,0,0
97,4928,0,0
920,1345,0,0
12749,29234,0,0
4977,11400,0,0
170,4977,0,0
1773,26925,0,0
730,7813,0,0
11400,24061,0,0
1264,5139,0,0
898,46800,0,0
170,24061,0,0
23,202,0,0
7493,9405,0,0
7706,15998,0,0
2382,6326,0,0
20,9716,0,0
14197,16319,0,0
600,11767,0,0
5632,24575,0,0
5632,27474,0,0
600,10475,0,0
4951,12749,0,0
4800,12893,0,0
7425,9484,0,0
1803,8528,0,0
8541,16790,0,0
2383,7485,0,0
97,8071,0,0
12951,13908,0,0
5120,29330,0,0
1019,5823,0,0
161,15298,0,0
177,5552,0,0
97,5680,0,0
1019,16074,0,0
158,190,0,0
5624,11133,0,0
11079,17764,0,0
2039,15288,0,0
1347,14696,0,0
98,2989,0,0
992,28552,0,0
1092,5152,0,0
72,14197,0,0
1864,4917,0,0
414,29330,0,0
1408,14661,0,0
4949,11313,0,0
4027,10940,0,0
8111,14011,0,0
1250,4915,0,0
5009,46800,0,0
2130,6776,0,0
170,12638,0,0
547,8528,0,0
8528,16605,0,0
7381,16178,0,0
14340,25273,0,0
452,11400,0,0
11400,17512,0,0
146,633,0,0
20664,46800,0,0
15426,18524,0,0
8904,9405,0,0
4668,9589,0,0
2279,20678,0,0
8352,20678,0,0
152,277,0,0
1092,11569,0,0
160,22390,0,0
8343,19429,0,0
7731,38992,0,0
5762,33327,0,0
7786,15832,0,0
837,31057,0,0
5045,19429,0,0
9505,14696,0,0
2830,7822,0,0
4744,20909,0,0
5067,5177,0,0
1247,14696,0,0
652,938,0,0
864,18357,0,0
245,9413,0,0
9795,11536,0,0
7410,9419,0,0
194,974,0,0
990,8848,0,0
5860,31666,0,0
10359,39338,0,0
7746,18299,0,0
5831,11400,0,0
884,1408,0,0
12638,22854,0,0
22,9657,0,0
9484,14166,0,0
13053,24008,0,0
657,864,0,0
335,14667,0,0
958,6424,0,0
5762,7746,0,0
9841,32915,0,0
758,5597,0,0
16605,29308,0,0
7865,20909,0,0
474,20342,0,0
384,5731,0,0
943,14068,0,0
11702,18310,0,0
3350,6314,0,0
5031,28552,0,0
1078,16729,0,0
767,15321,0,0
11491,12698,0,0
155,494,0,0
336,17668,0,0
529,657,0,0
780,9507,0,0
245,7729,0,0
10202,30067,0,0
9716,11468,0,0
17668,38805,0,0
1078,7786,0,0
571,7706,0,0
1803,29308,0,0
1345,19679,0,0
782,1449,0,0
3963,6957,0,0
571,9716,0,0
7960,17668,0,0
5835,9716,0,0
581,686,0,0
7303,25263,0,0
8031,9948,0,0
98,4744,0,0
394,559,0,0
9795,28126,0,0
97,4942,0,0
5825,20664,0,0
2555,9444,0,0
943,15426,0,0
13053,15620,0,0
5125,7673,0,0
7303,7610,0,0
12119,25563,0,0
14166,21401,0,0
1078,1797,0,0
11313,13578,0,0
139,5038,0,0
4145,4555,0,0
914,9586,0,0
4917,6014,0,0
1801,16979,0,0
19451,38098,0,0
5327,12951,0,0
2604,6006,0,0
547,29308,0,0
66,14426,0,0
7425,18413,0,0
1204,1801,0,0
10161,16549,0,0
7356,10257,0,0
439,3073,0,0
740,12749,0,0
11695,17016,0,0
589,974,0,0
1773,9405,0,0
105,9505,0,0
5661,12101,0,0
5424,9444,0,0
7693,11853,0,0
5178,7654,0,0
535,813,0,0
7367,11466,0,0
105,1247,0,0
2165,57388,0,0
1047,4982,0,0
5825,9637,0,0
5184,7510,0,0
88,1069,0,0
10202,14427,0,0
12951,25494,0,0
57,5143,0,0
412,7706,0,0
7396,11313,0,0
972,2515,0,0
920,28126,0,0
7103,9131,0,0
1080,20851,0,0
5825,7342,0,0
5873,11164,0,0
66,1078,0,0
11293,13053,0,0
9611,13176,0,0
4841,5967,0,0
7654,12893,0,0
1801,8126,0,0
5823,33175,0,0
9716,17330,0,0
9177,9589,0,0
2039,17512,0,0
5572,16979,0,0
3393,4027,0,0
5346,7188,0,0
7629,9716,0,0
1770,8455,0,0
5953,18500,0,0
1684,8343,0,0
610,5708,0,0
723,8907,0,0
791,13053,0,0
1002,3282,0,0
4986,31467,0,0
195,589,0,0
1002,4307,0,0
177,12067,0,0
2192,10080,0,0
2039,4977,0,0
992,7965,0,0
1056,14427,0,0
697,3548,0,0
2039,24061,0,0
57,11079,0,0
469,1545,0,0
5708,17668,0,0
11194,46800,0,0
234,12129,0,0
5144,16666,0,0
4029,4307,0,0
170,5708,0,0
1081,9484,0,0
937,23304,0,0
5184,11211,0,0
16074,33175,0,0
4984,13979,0,0
25263,28535,0,0
22361,39741,0,0
15509,17926,0,0
1780,5431,0,0
9666,12367,0,0
7610,28535,0,0
723,7786,0,0
9405,9550,0,0
8002,12882,0,0
740,14635,0,0
442,2486,0,0
1235,6419,0,0
9444,9798,0,0
14068,18524,0,0
2493,6006,0,0
943,1047,0,0
1263,5332,0,0
4779,9413,0,0
561,4917,0,0
4841,9617,0,0
7422,14174,0,0
8488,10272,0,0
1984,8074,0,0
958,1449,0,0
1047,5825,0,0
1348,6420,0,0
5332,20106,0,0
2035,12473,0,0
2988,16339,0,0
469,1503,0,0
11313,19531,0,0
7693,33175,0,0
604,9037,0,0
513,15620,0,0
24,1179,0,0
15509,19159,0,0
2035,2831,0,0
154,3834,0,0
2039,5179,0,0
11162,18369,0,0
981,46530,0,0
11580,28535,0,0
1723,13578,0,0
72,7332,0,0
3936,10003,0,0
2554,12638,0,0
16549,28126,0,0
4779,7493,0,0
529,857,0,0
7485,15277,0,0
12634,17668,0,0
1396,7332,0,0
8067,14749,0,0
5908,14166,0,0
8541,14846,0,0
5823,5953,0,0
362,938,0,0
1637,3409,0,0
584,16339,0,0
167,475,0,0
7332,16549,0,0
4919,6156,0,0
4919,18921,0,0
72,36297,0,0
1264,46530,0,0
28,6904,0,0
303,5615,0,0
5953,16074,0,0
2382,4370,0,0
1333,4982,0,0
442,6692,0,0
4555,12129,0,0
160,9505,0,0
7706,11290,0,0
222,10257,0,0
733,35808,0,0
160,1247,0,0
986,7410,0,0
10807,11313,0,0
2728,34116,0,0
3078,10613,0,0
5860,26925,0,0
5661,8499,0,0
1097,3817,0,0
16948,19335,0,0
1396,36297,0,0
177,22079,0,0
14174,27347,0,0
12215,25973,0,0
16549,36297,0,0
5831,7493,0,0
5201,12215,0,0
7746,12347,0,0
1250,10713,0,0
417,2988,0,0
2382,5967,0,0
17668,36297,0,0
160,362,0,0
11313,27302,0,0
208,8907,0,0
1924,5597,0,0
920,5309,0,0
123,11049,0,0
407,9637,0,0
1047,18524,0,0
4778,31467,0,0
1684,12683,0,0
14197,17668,0,0
442,1792,0,0
465,16561,0,0
569,2810,0,0
1592,6990,0,0
10234,25377,0,0
14068,25263,0,0
407,7342,0,0
394,4917,0,0
7332,17668,0,0
938,15323,0,0
335,50407,0,0
1078,14333,0,0
7706,17378,0,0
5309,25263,0,0
7449,15206,0,0
11049,26264,0,0
13003,16605,0,0
1801,5860,0,0
12,5953,0,0
367,1137,0,0
7610,14068,0,0
9413,32915,0,0
7865,11431,0,0
547,15998,0,0
6978,13979,0,0
5309,7610,0,0
1026,1756,0,0
2556,13238,0,0
1803,15998,0,0
82,16666,0,0
8326,12938,0,0
5210,12901,0,0
12920,25779,0,0
2200,5632,0,0
12347,16346,0,0
97,898,0,0
529,15509,0,0
918,2712,0,0
9853,14068,0,0
5959,6166,0,0
857,17016,0,0
958,2960,0,0
72,10161,0,0
12809,18266,0,0
958,12409,0,0
7918,13979,0,0
9857,11290,0,0
5762,22390,0,0
1047,7367,0,0
610,12634,0,0
88,918,0,0
452,7367,0,0
18299,18524,0,0
978,9865,0,0
26650,34841,0,0
5165,24575,0,0
5165,27474,0,0
246,8074,0,0
20004,22390,0,0
4898,8852,0,0
2852,5198,0,0
10754,16602,0,0
986,9857,0,0
1050,9484,0,0
8292,14846,0,0
5201,25973,0,0
26650,27347,0,0
5908,20851,0,0
57,575,0,0
170,12634,0,0
1359,7535,0,0
7410,7538,0,0
10202,20678,0,0
5221,8027,0,0
16424,34116,0,0
30,85,0,0
943,18299,0,0
18310,35607,0,0
98,12809,0,0
938,3768,0,0
12813,25263,0,0
7610,12813,0,0
2098,5030,0,0
4977,5831,0,0
1345,46530,0,0
1389,5818,0,0
177,780,0,0
4147,6904,0,0
86,697,0,0
5831,24061,0,0
8541,43577,0,0
9415,20342,0,0
4800,6282,0,0
1774,16979,0,0
529,14320,0,0
1264,20934,0,0
2810,46530,0,0
12893,24499,0,0
97,5009,0,0
4766,5332,0,0
1051,7368,0,0
3040,6186,0,0
94,6326,0,0
9927,11293,0,0
1773,18317,0,0
3475,4407,0,0
2989,20909,0,0
683,9434,0,0
19188,21252,0,0
1408,24459,0,0
19188,27010,0,0
8295,21252,0,0
8295,27010,0,0
13,5139,0,0
5333,26996,0,0
5825,12893,0,0
1716,2604,0,0
97,11194,0,0
619,11293,0,0
209,15288,0,0
1771,7332,0,0
938,5165,0,0
1948,6008,0,0
1408,9633,0,0
1399,1774,0,0
1263,3060,0,0
3040,45746,0,0
625,12682,0,0
362,1773,0,0
5873,9507,0,0
7630,9795,0,0
414,14649,0,0
3073,3875,0,0
2810,4982,0,0
231,14333,0,0
7746,9869,0,0
529,18357,0,0
8352,9405,0,0
82,974,0,0
5831,17512,0,0
12757,15509,0,0
145,24011,0,0
1716,11536,0,0
184,7332,0,0
1097,20342,0,0
3768,24575,0,0
3768,27474,0,0
2279,9405,0,0
1984,10481,0,0
9444,10202,0,0
5120,14649,0,0
5031,7965,0,0
1719,8467,0,0
791,1924,0,0
12698,19429,0,0
1771,36297,0,0
209,723,0,0
184,36297,0,0
316,27347,0,0
303,1194,0,0
78,2447,0,0
5831,9853,0,0
9949,20994,0,0
8,193,0,0
20,58880,0,0
9552,15161,0,0
2493,16319,0,0
439,561,0,0
5622,30278,0,0
133,9381,0,0
24,811,0,0
569,1333,0,0
1684,1773,0,0
1803,13176,0,0
8499,26996,0,0
18500,33175,0,0
2226,11464,0,0
1345,5636,0,0
677,5431,0,0
2279,9611,0,0
8352,9611,0,0
5156,6009,0,0
414,7746,0,0
317,5825,0,0
78,12304,0,0
7944,8907,0,0
2061,17580,0,0
697,2226,0,0
573,16666,0,0
97,2555,0,0
1532,7485,0,0
547,13176,0,0
11466,12863,0,0
939,1805,0,0
2456,7706,0,0
7692,12762,0,0
1058,3350,0,0
1156,17512,0,0
1984,10807,0,0
7449,15177,0,0
529,7424,0,0
5818,10414,0,0
5152,7332,0,0
5039,11491,0,0
1984,27302,0,0
28535,30044,0,0
1156,24061,0,0
1221,6832,0,0
5762,16666,0,0
2383,9795,0,0
1659,7965,0,0
1924,8349,0,0
1156,4977,0,0
1399,24459,0,0
981,12627,0,0
94,1894,0,0
15620,21401,0,0
884,12938,0,0
1406,9841,0,0
7401,14197,0,0
369,4982,0,0
5144,7713,0,0
7410,12901,0,0
5400,16602,0,0
5178,13176,0,0
5120,7746,0,0
452,14427,0,0
3393,6014,0,0
160,194,0,0
7368,14635,0,0
5549,9131,0,0
5549,8029,0,0
1051,4744,0,0
667,4147,0,0
5742,30044,0,0
652,939,0,0
110,399,0,0
1801,5742,0,0
4843,5346,0,0
7332,11569,0,0
5301,27035,0,0
715,8892,0,0
739,23304,0,0
13,12893,0,0
5152,36297,0,0
194,1449,0,0
1058,9611,0,0
5333,6309,0,0
6527,11223,0,0
161,22390,0,0
362,28126,0,0
12938,14661,0,0
4841,7368,0,0
1399,9633,0,0
895,9419,0,0
1196,6692,0,0
8343,18357,0,0
8335,17378,0,0
4928,16605,0,0
657,8499,0,0
6109,11613,0,0
972,2752,0,0
208,7786,0,0
1311,8343,0,0
364,681,0,0
3667,13003,0,0
8044,8126,0,0
8086,11079,0,0
5552,10481,0,0
1449,15298,0,0
4951,22361,0,0
11079,11441,0,0
8221,15206,0,0
443,8982,0,0
1276,7896,0,0
316,7422,0,0
1716,5731,0,0
937,1771,0,0
5152,14197,0,0
78,139,0,0
1780,1821,0,0
10253,15865,0,0
11569,36297,0,0
1399,5908,0,0
589,1221,0,0
14667,33147,0,0
14103,18036,0,0
15206,28534,0,0
197,5332,0,0
15298,17016,0,0
246,1984,0,0
906,28126,0,0
13,6692,0,0
422,529,0,0
8848,16033,0,0
2749,3078,0,0
1684,1801,0,0
914,981,0,0
97,16319,0,0
4744,13684,0,0
5661,13176,0,0
922,28535,0,0
864,17668,0,0
610,38805,0,0
4965,26996,0,0
513,9657,0,0
1774,7425,0,0
4982,8027,0,0
498,9873,0,0
6556,13397,0,0
4982,9689,0,0
7697,12101,0,0
5708,14393,0,0
2810,12627,0,0
10071,19429,0,0
610,7960,0,0
30,198,0,0
336,610,0,0
5178,5179,0,0
177,14393,0,0
2456,3660,0,0
8071,16605,0,0
4940,18524,0,0
11569,14197,0,0
677,767,0,0
7928,7965,0,0
209,5144,0,0
1080,2456,0,0
1919,48193,0,0
6282,15630,0,0
170,38805,0,0
10261,26650,0,0
7965,34896,0,0
10161,16319,0,0
1716,2383,0,0
7965,33335,0,0
77,1467,0,0
2713,15384,0,0
1311,9716,0,0
170,7960,0,0
2583,14667,0,0
170,336,0,0
2938,3834,0,0
5661,7654,0,0
1797,24495,0,0
922,4928,0,0
19381,22079,0,0
412,17668,0,0
1080,11529,0,0
177,12938,0,0
2447,14635,0,0
443,657,0,0
239,918,0,0
78,939,0,0
12813,14747,0,0
5929,20979,0,0
5178,5908,0,0
5097,9612,0,0
6309,8499,0,0
943,4940,0,0
1112,2288,0,0
5178,12938,0,0
943,5908,0,0
5908,18524,0,0
9484,16666,0,0
1092,1345,0,0
198,303,0,0
2988,9415,0,0
1345,14635,0,0
321,28126,0,0
2604,17638,0,0
559,3078,0,0
2486,8689,0,0
16801,26650,0,0
8499,20851,0,0
4801,11853,0,0
986,9716,0,0
14333,14427,0,0
97,1345,0,0
2283,4744,0,0
145,1097,0,0
1978,11853,0,0
590,2353,0,0
1363,32549,0,0
922,8071,0,0
584,9857,0,0
394,6692,0,0
529,990,0,0
7786,24976,0,0
1809,3963,0,0
5023,8995,0,0
8,97,0,0
78,5305,0,0
1078,5178,0,0
6166,11491,0,0
972,11049,0,0
18523,21401,0,0
12634,14393,0,0
11302,20076,0,0
190,581,0,0
529,9853,0,0
13053,39741,0,0
4984,8335,0,0
658,9654,0,0
9444,12735,0,0
475,11281,0,0
504,22390,0,0
1349,17926,0,0
206,19583,0,0
7534,9434,0,0
2138,8232,0,0
16319,17926,0,0
11223,16729,0,0
937,1396,0,0
6186,14696,0,0
97,604,0,0
1883,4770,0,0
20678,22854,0,0
7425,19429,0,0
23,874,0,0
697,1684,0,0
5572,15713,0,0
3660,7410,0,0
1396,14197,0,0
1329,5967,0,0
920,4951,0,0
2810,5636,0,0
17474,26650,0,0
19,1260,0,0
7396,11686,0,0
5572,43880,0,0
1258,4555,0,0
5417,5818,0,0
8,5179,0,0
5654,26996,0,0
1056,4814,0,0
5194,7917,0,0
10161,17668,0,0
626,7673,0,0
2192,5229,0,0
7368,7746,0,0
1801,5632,0,0
15177,28534,0,0
7422,26650,0,0
584,2061,0,0
9505,13684,0,0
4984,48910,0,0
17638,19703,0,0
14103,15288,0,0
9869,13684,0,0
1247,13684,0,0
14696,45746,0,0
5569,9612,0,0
184,12735,0,0
7354,9696,0,0
9612,34841,0,0
14747,16319,0,0
7332,16319,0,0
2419,7368,0,0
4744,8126,0,0
8,5572,0,0
1755,15713,0,0
657,7367,0,0
7424,43880,0,0
920,7368,0,0
1755,43880,0,0
16319,36297,0,0
5424,5636,0,0
1948,25779,0,0
569,8027,0,0
206,7312,0,0
13,504,0,0
8221,15177,0,0
8029,22203,0,0
1047,5332,0,0
573,8904,0,0
657,9853,0,0
7424,15713,0,0
9795,17668,0,0
938,17016,0,0
5144,17512,0,0
105,2988,0,0
5636,9798,0,0
7652,23959,0,0
7424,9405,0,0
5622,11466,0,0
950,1782,0,0
5130,17926,0,0
14068,15509,0,0
5045,6138,0,0
66,569,0,0
7332,23304,0,0
450,974,0,0
8037,13452,0,0
5144,24061,0,0
